"export-plot data (NetLogo 6.1.1)"
"ResEx.nlogo"
"07/30/2021 01:01:25:985 +0200"

"MODEL SETTINGS"
"real-communities","regeneration-time","communities-number","landuse-visualization","territory","household-size","time-limit","number-households","clay-exploitation-rate"
"true","3","10","true","50","6","2000","100","10"

"""Crops harvested [tons per year and household]"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","2190","0","2","true","""Community 0""","true","15"

"pen name","pen down?","mode","interval","color","x"
"""Community 0""","true","0","1","0","1999"
"""Community 1""","true","0","1","85","1999"
"""Community 2""","true","0","1","55","1999"
"""Community 3""","true","0","1","15","1999"
"""Community 4""","true","0","1","5","1999"
"""Community 5""","true","0","1","25","1999"
"""Community 6""","true","0","1","35","1999"
"""Community 7""","true","0","1","45","1999"
"""Community 8""","true","0","1","65","1999"
"""Community 9""","true","0","1","75","1999"
"""Community 10""","true","0","1","95","1999"
"""Community 11""","true","0","1","105","1999"
"""Community 12""","true","0","1","115","1999"
"""Community 13""","true","0","1","125","1999"
"""Community 14""","true","0","1","135","1999"

"""Community 0""",,,,"""Community 1""",,,,"""Community 2""",,,,"""Community 3""",,,,"""Community 4""",,,,"""Community 5""",,,,"""Community 6""",,,,"""Community 7""",,,,"""Community 8""",,,,"""Community 9""",,,,"""Community 10""",,,,"""Community 11""",,,,"""Community 12""",,,,"""Community 13""",,,,"""Community 14"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"362","0.39900564648883896","0","true","362","0.3597562134328268","85","true","362","0.580760237321232","55","true","362","0.525895960478371","15","true","362","0.7100828597940507","5","true","362","0.6538753806954696","25","true","362","0.6376421794436529","35","true","362","0.559782893889673","45","true","362","0.34916581553303006","65","true","362","0.3904692041024091","75","true","362","0.27144925763404476","95","true","362","0.6095848165696665","105","true","362","0.44047100494024755","115","true","362","0.45078064666532963","125","true","362","0.37025033020111564","135","true"
"363","0.39790947713035313","0","true","363","0.35876787218713224","85","true","363","0.5791647421637561","55","true","363","0.5244511913561776","15","true","363","0.7081320827067044","5","true","363","0.652079019759493","25","true","363","0.635890415214412","35","true","363","0.5582450287965695","45","true","363","0.3482065687870602","65","true","363","0.3893964865087211","75","true","363","0.2707035179152699","95","true","363","0.6079101330076618","105","true","363","0.4392609197618403","115","true","363","0.44954223829536993","125","true","363","0.36923315896429937","135","true"
"364","0.39861037573620234","0","true","364","0.3602244410830898","85","true","364","0.5805450177338591","55","true","364","0.5262217479373719","15","true","364","0.7099209824375584","5","true","364","0.6539526838190187","25","true","364","0.6377417596090698","35","true","364","0.5598222838054503","45","true","364","0.349169154905426","65","true","364","0.39043593985759434","75","true","364","0.2716472401281691","95","true","364","0.6096200632004034","105","true","364","0.44045208045738105","115","true","364","0.4510719596834028","125","true","364","0.36990019430904947","135","true"
"365","0.39752127634894496","0","true","365","0.3592402212987098","85","true","365","0.5789588291608158","55","true","365","0.5247839835987451","15","true","365","0.7079813076221553","5","true","365","0.6521659278523001","25","true","365","0.6359992957850013","35","true","365","0.5582927147240146","45","true","365","0.3482151408209849","65","true","365","0.38936917499459545","75","true","365","0.2709050345540484","95","true","365","0.6079544346124242","105","true","365","0.43924865947252484","115","true","365","0.44983952263508753","125","true","365","0.36888953804044555","135","true"
"366","0.39815794389323245","0","true","366","0.360625359694078","85","true","366","0.5803466443680093","55","true","366","0.5265271360035702","15","true","366","0.7097435095264466","5","true","366","0.6542443133818462","25","true","366","0.6379678794862957","35","true","366","0.5598563875481346","45","true","366","0.3492313274344945","65","true","366","0.3904172881764716","75","true","366","0.2716635563185143","95","true","366","0.6096271435250179","105","true","366","0.44043362862804236","115","true","366","0.4511828847881859","125","true","366","0.3695902608297875","135","true"
"367","0.39707599295873997","0","true","367","0.359645399477518","85","true","367","0.5787696154430962","55","true","367","0.5250963557426909","15","true","367","0.7078148586853421","5","true","367","0.6524664755737434","25","true","367","0.6362342711181265","35","true","367","0.5583350386689278","45","true","367","0.3482823292621181","65","true","367","0.3893563716325138","75","true","367","0.2709253401328662","95","true","367","0.6079705480263087","105","true","367","0.4392367981154662","115","true","367","0.44995684434039196","125","true","367","0.368585939468837","135","true"
"368","0.39773398096432183","0","true","368","0.3610505859455631","85","true","368","0.5800403377017345","55","true","368","0.5268127054631897","15","true","368","0.7096081141668393","5","true","368","0.6543219521616186","25","true","368","0.6380523635528449","35","true","368","0.5598894201134437","45","true","368","0.3491654945345765","65","true","368","0.3904354452637796","75","true","368","0.2717877804363823","95","true","368","0.6096766454677421","105","true","368","0.44035230260428687","115","true","368","0.45154481067147206","125","true","368","0.369236918567148","135","true"
"369","0.39665902425901284","0","true","369","0.36007477355111567","85","true","369","0.5784726611133514","55","true","369","0.5253888873403162","15","true","369","0.7076902543988208","5","true","369","0.6525535144530737","25","true","369","0.6363278977054048","35","true","369","0.5583762054644884","45","true","369","0.34822180400880737","65","true","369","0.3893802143306343","75","true","369","0.27105321886763534","95","true","369","0.6080288707502618","105","true","369","0.4391621612458969","115","true","369","0.45032441929127887","125","true","369","0.368238980949399","135","true"
"370","0.39734010551929067","0","true","370","0.3614075207446574","85","true","370","0.579809364645225","55","true","370","0.5270710345867116","15","true","370","0.7094198721144604","5","true","370","0.6546717859928091","25","true","370","0.6382274765025355","35","true","370","0.559923239486323","45","true","370","0.34919287446496894","65","true","370","0.3903928916799482","75","true","370","0.27182724502989525","95","true","370","0.6096417654807487","105","true","370","0.44036557951466027","115","true","370","0.45169714952726847","125","true","370","0.36888616784778994","135","true"
"371","0.3962719869560668","0","true","371","0.36043599515125774","85","true","371","0.5782507373209099","55","true","371","0.5256541769668548","15","true","371","0.7075128294474861","5","true","371","0.6529119156003553","25","true","371","0.6365118112431201","35","true","371","0.5584180694877039","45","true","371","0.34825418394221364","65","true","371","0.389343448422744","75","true","371","0.27109652662927725","95","true","371","0.6080029435305315","105","true","371","0.43918180107510474","115","true","371","0.4504829098780016","125","true","371","0.36789453836432817","135","true"
"372","0.39680076470947145","0","true","372","0.36186402024129827","85","true","372","0.5795262644270335","55","true","372","0.5273487579818128","15","true","372","0.7092232601864376","5","true","372","0.6547182964358036","25","true","372","0.6383429649546247","35","true","372","0.5599569808530136","45","true","372","0.34925391971711117","65","true","372","0.3903940374962425","75","true","372","0.2720332484079366","95","true","372","0.6097022729619651","105","true","372","0.44032759300015545","115","true","372","0.45200119269299244","125","true","372","0.3685943603801204","135","true"
"373","0.39573980009794885","0","true","373","0.3608964693850381","85","true","373","0.577976728960651","55","true","373","0.5259387345647492","15","true","373","0.7073269413089337","5","true","373","0.652967712755494","25","true","373","0.6366361655830883","35","true","373","0.5584597696742621","45","true","373","0.3483200857071724","65","true","373","0.38935020317138624","75","true","373","0.27130588678117734","95","true","373","0.6080720529807834","105","true","373","0.43915024649480744","115","true","373","0.4507926333542411","125","true","373","0.36760881396199174","135","true"
"374","0.3964275491243767","0","true","374","0.36221238320955","85","true","374","0.579240177733148","55","true","374","0.5276375924422206","15","true","374","0.7090684878135058","5","true","374","0.6549825719408533","25","true","374","0.6385236839255513","35","true","374","0.5599934929205735","45","true","374","0.34919426104148105","65","true","374","0.3904532470099744","75","true","374","0.2720193160411049","95","true","374","0.6096661245427977","105","true","374","0.4402763788024862","115","true","374","0.4521407562138735","125","true","374","0.36827184847501976","135","true"
"375","0.39537322053628","0","true","375","0.36124905240314165","85","true","375","0.5776996453455597","55","true","375","0.5262343009729594","15","true","375","0.7071826673671934","5","true","375","0.6532405970154788","25","true","375","0.6368254826385152","35","true","375","0.5585041485245082","45","true","375","0.3482655529004133","65","true","375","0.3894148075232458","75","true","375","0.27129586041333603","95","true","375","0.6080446720839073","105","true","375","0.43910543098652216","115","true","375","0.45093825420266637","125","true","375","0.3672924020695011","135","true"
"376","0.39597003038413064","0","true","376","0.3626264018796426","85","true","376","0.5789818449730878","55","true","376","0.5278818327058816","15","true","376","0.7089257706002389","5","true","376","0.6550774915116767","25","true","376","0.6386350874977155","35","true","376","0.5600615054666588","45","true","376","0.3492137287640698","65","true","376","0.3904107076069191","75","true","376","0.272250436344469","95","true","376","0.6097150493748049","105","true","376","0.4402699037715841","115","true","376","0.4524472724283214","125","true","376","0.3679184640637907","135","true"
"377","0.39492249062120965","0","true","377","0.36166707277414095","85","true","377","0.5774501469705134","55","true","377","0.5264853199209455","15","true","377","0.707050305598651","5","true","377","0.6533444822748733","25","true","377","0.6369455766842295","35","true","377","0.5585798612723025","45","true","377","0.3482898829207786","65","true","377","0.38937787504711247","75","true","377","0.27153019709488047","95","true","377","0.6081020465986811","105","true","377","0.4391051685764212","115","true","377","0.4512503219721618","125","true","377","0.36694513479378066","135","true"
"378","0.3954165426775544","0","true","378","0.36302688815896933","85","true","378","0.5787810350091552","55","true","378","0.5281354447622263","15","true","378","0.7087379085694229","5","true","378","0.6553917857446154","25","true","378","0.6388206792188361","35","true","378","0.560092993440217","45","true","378","0.3492724216147618","65","true","378","0.39043808557340154","75","true","378","0.2723175752435496","95","true","378","0.60970353739155","105","true","378","0.4402869906317199","115","true","378","0.45262377933295683","125","true","378","0.36769973331637645","135","true"
"379","0.3943759728284029","0","true","379","0.3620715542427615","85","true","379","0.5772579270222891","55","true","379","0.526745614644431","15","true","379","0.7068728088100296","5","true","379","0.6536670705189718","25","true","379","0.6371395721682602","35","true","379","0.5586190645101112","45","true","379","0.348353283663144","65","true","379","0.3894106169271558","75","true","379","0.27160095004554025","95","true","379","0.6080990543984144","105","true","379","0.43912834065637324","115","true","379","0.45143266412418587","125","true","379","0.3667321024392281","135","true"
"380","0.3949260955257405","0","true","380","0.3634416603106079","85","true","380","0.5785720330610722","55","true","380","0.5284158402211075","15","true","380","0.7085967335193054","5","true","380","0.6554669840170332","25","true","380","0.6389622174931292","35","true","380","0.5601892182467066","45","true","380","0.3492075866667701","65","true","380","0.3904351464662917","75","true","380","0.2724825177729623","95","true","380","0.6097403740906467","105","true","380","0.4401981676860406","115","true","380","0.4529622923558323","125","true","380","0.3673296924233599","135","true"
"381","0.39389225757933805","0","true","381","0.36249024235167954","85","true","381","0.5770574465870902","55","true","381","0.5270325526812617","15","true","381","0.7067417682483125","5","true","381","0.6537511018599205","25","true","381","0.6372895415311053","35","true","381","0.5587227543245948","45","true","381","0.34829343068073143","65","true","381","0.3894130649310396","75","true","381","0.27176921275261423","95","true","381","0.6081441951008807","105","true","381","0.4390458164617316","115","true","381","0.45177652719259714","125","true","381","0.3663680963698956","135","true"
"382","0.39453587792396017","0","true","382","0.3637779772619769","85","true","382","0.578348260964852","55","true","382","0.5286420683844665","15","true","382","0.7084444484437681","5","true","382","0.6557964500390486","25","true","382","0.6391393980653628","35","true","382","0.5602107002931257","45","true","382","0.3492356810321171","65","true","382","0.3904042716502873","75","true","382","0.27257630792172216","95","true","382","0.6097424285872823","105","true","382","0.44020559943516196","115","true","382","0.4530969330352498","125","true","382","0.3670505245014523","135","true"
"383","0.3935084407418665","0","true","383","0.3628306387795239","85","true","383","0.5768421457019227","55","true","383","0.5272653963313819","15","true","383","0.7065995410259457","5","true","383","0.6540886467837387","25","true","383","0.6374749725495676","35","true","383","0.5587518182611124","45","true","383","0.34832621311276263","65","true","383","0.38938759385953137","75","true","383","0.2718664737865093","95","true","383","0.608154557679503","105","true","383","0.43905923068663294","115","true","383","0.4519169931054705","125","true","383","0.3660946637605631","135","true"
"384","0.39399428027514655","0","true","384","0.36422514194441064","85","true","384","0.578184120979046","55","true","384","0.528897180187668","15","true","384","0.7083018224302564","5","true","384","0.6558626043936886","25","true","384","0.639260717075172","35","true","384","0.5602953382378654","45","true","384","0.3492961814020101","65","true","384","0.3904283478209822","75","true","384","0.2727850830164604","95","true","384","0.6098039923513855","105","true","384","0.4401833898970926","115","true","384","0.4534181763311949","125","true","384","0.36679768799033347","135","true"
"385","0.39297356970448555","0","true","385","0.36328155349377744","85","true","385","0.5766862346552661","55","true","385","0.5275269802389952","15","true","385","0.7064668436156702","5","true","385","0.6541634784755703","25","true","385","0.6376046012278269","35","true","385","0.5588437959108243","45","true","385","0.34839126901495826","65","true","385","0.38941687541730086","75","true","385","0.2720783859102001","95","true","385","0.6082241892623923","105","true","385","0.4390430184206753","115","true","385","0.45224351784329025","125","true","385","0.36584743491263827","135","true"
"386","0.3935751559390152","0","true","386","0.36456656671271914","85","true","386","0.5779697921846997","55","true","386","0.5291408458945902","15","true","386","0.7081143290304889","5","true","386","0.6561843870792043","25","true","386","0.6394417822270547","35","true","386","0.5603415414001498","45","true","386","0.34924645774354146","65","true","386","0.39042337411228273","75","true","386","0.2728049630643633","95","true","386","0.609784651591576","105","true","386","0.44015422524810904","115","true","386","0.4536058787789778","125","true","386","0.3664649250336717","135","true"
"387","0.39256078698040947","0","true","387","0.3636269621593359","85","true","387","0.5764801793182442","55","true","387","0.5277770808278516","15","true","387","0.7062892920999979","5","true","387","0.6544931902052888","25","true","387","0.6377937363965726","35","true","387","0.5588973621697371","45","true","387","0.34834633800708903","65","true","387","0.38941712830271497","75","true","387","0.27210185748945515","95","true","387","0.6082130416647936","105","true","387","0.43901980714179945","115","true","387","0.4524367914625371","125","true","387","0.3655204278042034","135","true"
"388","0.3931402274889846","0","true","388","0.36496243948503126","85","true","388","0.5778071448256775","55","true","388","0.5293610959934","15","true","388","0.7079988269421726","5","true","388","0.6563455224843244","25","true","388","0.6395646897011955","35","true","388","0.5604527803414134","45","true","388","0.3492739189254807","65","true","388","0.3903681295132649","75","true","388","0.27303414628404604","95","true","388","0.6098311034326424","105","true","388","0.4401538989447094","115","true","388","0.45393800635480197","125","true","388","0.3661745105983653","135","true"
"389","0.39213217562362823","0","true","389","0.3640266383581465","85","true","389","0.5763255880440732","55","true","389","0.5280037598498272","15","true","389","0.7061834453346286","5","true","389","0.6546625852471852","25","true","389","0.6379247802404232","35","true","389","0.5590157219302816","45","true","389","0.3483783447743897","65","true","389","0.389367185591436","75","true","389","0.27233405872947153","95","true","389","0.6082674339366612","105","true","389","0.43902529920382555","115","true","389","0.45277406274876403","125","true","389","0.36523560159683105","135","true"
"390","0.39261983484432966","0","true","390","0.3653245545474121","85","true","390","0.5775648332942408","55","true","390","0.5296001237104059","15","true","390","0.7078411926624059","5","true","390","0.6566719084695661","25","true","390","0.6397495876038257","35","true","390","0.5604886828894506","45","true","390","0.3493358087650175","65","true","390","0.39040006595182714","75","true","390","0.2731393403886058","95","true","390","0.6098421136805166","105","true","390","0.44013097261917733","115","true","390","0.4540869095596327","125","true","390","0.3658909590191722","135","true"
"391","0.3916182536329921","0","true","391","0.36439260415315844","85","true","391","0.5760914536174698","55","true","391","0.5282491029866548","15","true","391","0.7060354753341854","5","true","391","0.6549967250295927","25","true","391","0.6381175733497343","35","true","391","0.5590588648208551","45","true","391","0.3484446459875557","65","true","391","0.38940414741623575","75","true","391","0.2724425563570022","95","true","391","0.6082863940027602","105","true","391","0.4390081895257611","115","true","391","0.4529285245862663","125","true","391","0.3649575637155519","135","true"
"392","0.3921963411542904","0","true","392","0.365717963646813","85","true","392","0.5773943999471549","55","true","392","0.5298222724777303","15","true","392","0.7077335957732417","5","true","392","0.6567820169141273","25","true","392","0.6398814397823765","35","true","392","0.5605980412740571","45","true","392","0.34928584871955287","65","true","392","0.3904528796318315","75","true","392","0.2733142519945597","95","true","392","0.6098682426440438","105","true","392","0.44008187117637276","115","true","392","0.4543717519891413","125","true","392","0.36555687385875957","135","true"
"393","0.39120091896861964","0","true","393","0.36478974546496834","85","true","393","0.5759289319269845","55","true","393","0.5284775458978376","15","true","393","0.7059373176113807","5","true","393","0.655115057480335","25","true","393","0.638257375214401","35","true","393","0.5591752036058488","45","true","393","0.34839933641315807","65","true","393","0.3894618824754056","75","true","393","0.27262056099964965","95","true","393","0.6083203537033229","105","true","393","0.43896491211247335","115","true","393","0.45321852419221453","125","true","393","0.364629064534245","135","true"
"394","0.39168229004876803","0","true","394","0.36604888455956297","85","true","394","0.577138272121062","55","true","394","0.5300030049164915","15","true","394","0.7075572545439712","5","true","394","0.6570977986780325","25","true","394","0.6400213979008295","35","true","394","0.560635492796881","45","true","394","0.3493186171351771","65","true","394","0.39038000697649056","75","true","394","0.2734096244697665","95","true","394","0.6098613923178957","105","true","394","0.44007325188945107","115","true","394","0.45454528142875195","125","true","394","0.3652255121963264","135","true"
"395","0.3906931933567257","0","true","395","0.3651245186894631","85","true","395","0.5756808522419684","55","true","395","0.5286646134899348","15","true","395","0.7057704938001733","5","true","395","0.655438460802583","25","true","395","0.6384051822495648","35","true","395","0.5592197466029494","45","true","395","0.34843649941513877","65","true","395","0.3893941988780651","75","true","395","0.2727191961251459","95","true","395","0.608321338296891","105","true","395","0.43896195579882114","115","true","395","0.4533974398089824","125","true","395","0.36430322554936595","135","true"
"396","0.39111719162554115","0","true","396","0.3664410841241568","85","true","396","0.5769865443670713","55","true","396","0.5302778163448448","15","true","396","0.7074911928571589","5","true","396","0.6571856404850966","25","true","396","0.6401342913327468","35","true","396","0.5607396492067739","45","true","396","0.3493974605665082","65","true","396","0.39046716620568644","75","true","396","0.2735438523355152","95","true","396","0.6098992486368424","105","true","396","0.44003202742785746","115","true","396","0.4548121827029563","125","true","396","0.36496289193064585","135","true"
"397","0.3901344851139192","0","true","397","0.36552037788263886","85","true","397","0.5755368294314757","55","true","397","0.5289454600223704","15","true","397","0.7057135767947037","5","true","397","0.6555344202828728","25","true","397","0.6385259137163328","35","true","397","0.5593307556158021","45","true","397","0.3485195774997582","65","true","397","0.38948609292376263","75","true","397","0.2728565562241195","95","true","397","0.608366838464388","105","true","397","0.43892641931874227","115","true","397","0.45366943852531066","125","true","397","0.36404589973986534","135","true"
"398","0.3905196483645803","0","true","398","0.36679193101808827","85","true","398","0.5767696335568746","55","true","398","0.5305092554784309","15","true","398","0.7072362913835791","5","true","398","0.6575274598975037","25","true","398","0.6402945151770636","35","true","398","0.5607773884212125","45","true","398","0.3493499757696882","65","true","398","0.39048373657745755","75","true","398","0.2735905941217248","95","true","398","0.6098862161790549","105","true","398","0.4399946111685602","115","true","398","0.4550024433949384","125","true","398","0.36464342888062734","135","true"
"399","0.3895433492436689","0","true","399","0.36587495119054303","85","true","399","0.5753277094729825","55","true","399","0.5291829823397347","15","true","399","0.7054682006551202","5","true","399","0.65588364124776","25","true","399","0.6386937788891209","35","true","399","0.5593754449501595","45","true","399","0.34847660083026394","65","true","399","0.3895075272360139","75","true","399","0.2729066176364205","95","true","399","0.6083615006386073","105","true","399","0.43889462464063883","115","true","399","0.45386493728645105","125","true","399","0.36373182030842577","135","true"
"400","0.3899018170182896","0","true","400","0.3671249057271577","85","true","400","0.5765894855891437","55","true","400","0.5307524975845226","15","true","400","0.7071784472848338","5","true","400","0.6577622937648159","25","true","400","0.6404139757308872","35","true","400","0.5608813031253712","45","true","400","0.349384734933159","65","true","400","0.3904833348587116","75","true","400","0.27369578462358235","95","true","400","0.6099296520805118","105","true","400","0.43999761711680074","115","true","400","0.455275091397573","125","true","400","0.36433964757218973","135","true"
"401","0.3889319120008311","0","true","401","0.36621165969301056","85","true","401","0.5751551833861857","55","true","401","0.5294322177397849","15","true","401","0.7054192969184536","5","true","401","0.6561260691534606","25","true","401","0.6388209061395169","35","true","401","0.5594860760031688","45","true","401","0.3485156186771064","65","true","401","0.3895119832794611","75","true","401","0.27301494933844905","95","true","401","0.6084124141400129","105","true","401","0.43890309568118685","115","true","401","0.454142566294594","125","true","401","0.36343333004091566","135","true"
"402","0.38932137496621944","0","true","402","0.36744922238098415","85","true","402","0.5763872528842131","55","true","402","0.5310168221609789","15","true","402","0.7069709321459433","5","true","402","0.6579789505609653","25","true","402","0.6405416636703982","35","true","402","0.5609141498965269","45","true","402","0.3494678826080765","65","true","402","0.39054806409484716","75","true","402","0.273818444239029","95","true","402","0.6099133932102498","105","true","402","0.4400124062791207","115","true","402","0.4554739368401069","125","true","402","0.3640844431572177","135","true"
"403","0.38835770819650106","0","true","403","0.36653969460281344","85","true","403","0.5749605517632126","55","true","403","0.5297024240863231","15","true","403","0.7052210040960771","5","true","403","0.6563502897922501","25","true","403","0.6389561645028972","35","true","403","0.5595257485353969","45","true","403","0.3486028630966703","65","true","403","0.3895813609658995","75","true","403","0.2731406758126948","95","true","403","0.6084037065933927","105","true","403","0.4389232666596179","115","true","403","0.45434652610535414","125","true","403","0.3631832440404919","135","true"
"404","0.3888563929530882","0","true","404","0.36770452668721915","85","true","404","0.5761705634971129","55","true","404","0.531245797831829","15","true","404","0.7068971197261512","5","true","404","0.6581470850144335","25","true","404","0.6406737957333959","35","true","404","0.5610156280472424","45","true","404","0.3494203298417417","65","true","404","0.3906425516720648","75","true","404","0.2738644268813382","95","true","404","0.6099327023588821","105","true","404","0.4399749246845687","115","true","404","0.4557403091451411","125","true","404","0.3637529353553472","135","true"
"405","0.38789861858620867","0","true","405","0.36679885051311273","85","true","405","0.5747514241781545","55","true","405","0.5299373106450511","15","true","405","0.7051559938154957","5","true","405","0.6565260330809005","25","true","405","0.6390957814581905","35","true","405","0.5596338161555003","45","true","405","0.34855968863523495","65","true","405","0.38968037789947346","75","true","405","0.27318988395798516","95","true","405","0.6084304050624317","105","true","405","0.43889124260406487","115","true","405","0.4546177960684289","125","true","405","0.36285699216481676","135","true"
"406","0.3882806993415246","0","true","406","0.3679996407530935","85","true","406","0.5759694819434455","55","true","406","0.5314317378207664","15","true","406","0.7066690701334817","5","true","406","0.6584019940476401","25","true","406","0.6408345137295691","35","true","406","0.5610490639703791","45","true","406","0.3494605932644839","65","true","406","0.39064974160486654","75","true","406","0.2739864426886333","95","true","406","0.609921328152662","105","true","406","0.4400118516196975","115","true","406","0.4559441356441281","125","true","406","0.36345030032788267","135","true"
"407","0.3873290309607855","0","true","407","0.3670976808492869","85","true","407","0.5745577920367214","55","true","407","0.5301292090515979","15","true","407","0.7049370380988408","5","true","407","0.6567882636700724","25","true","407","0.6392638409018006","35","true","407","0.5596739437155498","45","true","407","0.3486040722025612","65","true","407","0.38969226674799184","75","true","407","0.27331490728988667","95","true","407","0.6084264229366015","105","true","407","0.438933391199061","115","true","407","0.45482662550774544","125","true","407","0.3625594907682555","135","true"
"408","0.3876979141268058","0","true","408","0.36830082038203343","85","true","408","0.5757765574987261","55","true","408","0.5317301812989732","15","true","408","0.7066247573380037","5","true","408","0.6585558834311607","25","true","408","0.6409327527677384","35","true","408","0.5611707414416072","45","true","408","0.34954871035128127","65","true","408","0.3907803024656601","75","true","408","0.2740641889830552","95","true","408","0.6099598043926775","105","true","408","0.4400026406804146","115","true","408","0.45616725510152456","125","true","408","0.36319116667490114","135","true"
"409","0.3867523094582038","0","true","409","0.36740252569817483","85","true","409","0.5743722244316561","55","true","409","0.5304332784177562","15","true","409","0.7049012823201061","5","true","409","0.6569496495691335","25","true","409","0.6393695021512318","35","true","409","0.5598020323161399","45","true","409","0.3486961525211562","65","true","409","0.38982717977671943","75","true","409","0.2733957397416331","95","true","409","0.6084720975526954","105","true","409","0.43892946350802337","115","true","409","0.4550546520403013","125","true","409","0.36230533456105996","135","true"
"410","0.3871308945507007","0","true","410","0.3685126491476891","85","true","410","0.575584182960287","55","true","410","0.5319428309890893","15","true","410","0.7064319821700275","5","true","410","0.6587637509483892","25","true","410","0.6410904561470284","35","true","410","0.5612000402451884","45","true","410","0.34950134459812776","65","true","410","0.3908599313940819","75","true","410","0.2741129238220914","95","true","410","0.6099411170553579","105","true","410","0.44002123247236624","115","true","410","0.45629413613580044","125","true","410","0.3629060317739697","135","true"
"411","0.38619125645713104","0","true","411","0.3676182009701462","85","true","411","0.5741871339725193","55","true","411","0.5306517076129023","15","true","411","0.7047173414366051","5","true","411","0.6571648098053107","25","true","411","0.639534411350555","35","true","411","0.5598379042251758","45","true","411","0.3486530403636663","65","true","411","0.3899112422402128","75","true","411","0.2734476011914553","95","true","411","0.6084606774508546","105","true","411","0.4389532197721906","115","true","411","0.45518662609663585","125","true","411","0.36202519189102317","135","true"
"412","0.3864923448458997","0","true","412","0.3687697580374122","85","true","412","0.5753985533073961","55","true","412","0.5321288225343951","15","true","412","0.7063528073084577","5","true","412","0.6588385950462929","25","true","412","0.6411565817493322","35","true","412","0.5612943120569981","45","true","412","0.34954108400571826","65","true","412","0.3909627135117707","75","true","412","0.27420037356995713","95","true","412","0.6099724471648765","105","true","412","0.44003787905991043","115","true","412","0.4565227204304443","125","true","412","0.36259071665985326","135","true"
"413","0.38555878845738306","0","true","413","0.3678790098295923","85","true","413","0.5740087017293588","55","true","413","0.5308434872142637","15","true","413","0.7046466411072295","5","true","413","0.6572471974737173","25","true","413","0.6396078943538024","35","true","413","0.5599385286945415","45","true","413","0.34869678187043873","65","true","413","0.3900183591313075","75","true","413","0.2735380538270345","95","true","413","0.6084990837659275","105","true","413","0.4389749856322295","115","true","413","0.45542000854534664","125","true","413","0.36171489367275217","135","true"
"414","0.3858779818584947","0","true","414","0.3690449354296293","85","true","414","0.57524765782563","55","true","414","0.5323819368007905","15","true","414","0.7061375979144855","5","true","414","0.6590820798988098","25","true","414","0.641298289644974","35","true","414","0.5613315358742319","45","true","414","0.34962753920335116","65","true","414","0.39107260854807274","75","true","414","0.2742812590351863","95","true","414","0.6099658421884007","105","true","414","0.4400834706839081","115","true","414","0.4566445916914566","125","true","414","0.36234807099900573","135","true"
"415","0.3849503905559502","0","true","415","0.36815780818100036","85","true","415","0.5738648509558569","55","true","415","0.5311021725296348","15","true","415","0.7044401517656526","5","true","415","0.6574977479759762","25","true","415","0.6397567072179428","35","true","415","0.5599821812206881","45","true","415","0.34878708838795847","65","true","415","0.3901325301621399","75","true","415","0.27362192908558247","95","true","415","0.6084995781446786","105","true","415","0.4390255777255333","115","true","415","0.4555468883460444","125","true","415","0.36147704198218117","135","true"
"416","0.3853237879967982","0","true","416","0.36924031994191625","85","true","416","0.5750243176693095","55","true","416","0.5326318753491486","15","true","416","0.7060381679613769","5","true","416","0.6591981389480757","25","true","416","0.6413829670736256","35","true","416","0.561447982755744","45","true","416","0.3495815991523226","65","true","416","0.3912027180136965","75","true","416","0.2742784560315594","95","true","416","0.6099970328409112","105","true","416","0.44006545021546734","115","true","416","0.45688136033999077","125","true","416","0.36204156307263885","135","true"
"417","0.3844019607527867","0","true","417","0.3683569698942083","85","true","417","0.5736486614069427","55","true","417","0.5313576364129066","15","true","417","0.7043490814351535","5","true","417","0.65762110990753","25","true","417","0.6398485580614878","35","true","417","0.5601048057635054","45","true","417","0.3487452795371257","65","true","417","0.39026682634380727","75","true","417","0.27362228747646","95","true","417","0.6085377097958373","105","true","417","0.43901266205705713","115","true","417","0.4557883427315219","125","true","417","0.3611754349313167","135","true"
"418","0.38466667439788865","0","true","418","0.36946077439864233","85","true","418","0.5748705929095476","55","true","418","0.532809015631725","15","true","418","0.7058086738121435","5","true","418","0.6593835885737748","25","true","418","0.6415044484080552","35","true","418","0.5614974388306873","45","true","418","0.3496203864225529","65","true","418","0.39131970374907515","75","true","418","0.2743305903298755","95","true","418","0.6099959230837874","105","true","418","0.4400937683044103","115","true","418","0.45700499354373897","125","true","418","0.361781786648422","135","true"
"419","0.38375080136360795","0","true","419","0.3685811058881694","85","true","419","0.57350185340262","55","true","419","0.5315404227373638","15","true","419","0.7041281769697336","5","true","419","0.6578136276485991","25","true","419","0.6399770568642265","35","true","419","0.5601605401668046","45","true","419","0.3487879569310706","65","true","419","0.3903879901687202","75","true","419","0.2736774222576615","95","true","419","0.6085435518383498","105","true","419","0.4390459259989236","115","true","419","0.4559168864162539","125","true","419","0.36092040144211623","135","true"
