"export-plot data (NetLogo 6.1.1)"
"ResEx.nlogo"
"07/30/2021 01:00:45:841 +0200"

"MODEL SETTINGS"
"real-communities","regeneration-time","communities-number","landuse-visualization","territory","household-size","time-limit","number-households","clay-exploitation-rate"
"true","3","10","true","50","6","2000","100","10"

"""Wood harvested [m³ per year and household]"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","2190","0","80","true","""Community 0""","true","15"

"pen name","pen down?","mode","interval","color","x"
"""Community 0""","true","0","1","0","1999"
"""Community 1""","true","0","1","85","1999"
"""Community 2""","true","0","1","55","1999"
"""Community 3""","true","0","1","15","1999"
"""Community 4""","true","0","1","5","1999"
"""Community 5""","true","0","1","25","1999"
"""Community 6""","true","0","1","35","1999"
"""Community 7""","true","0","1","45","1999"
"""Community 8""","true","0","1","65","1999"
"""Community 9""","true","0","1","75","1999"
"""Community 10""","true","0","1","95","1999"
"""Community 11""","true","0","1","105","1999"
"""Community 12""","true","0","1","115","1999"
"""Community 13""","true","0","1","125","1999"
"""Community 14""","true","0","1","135","1999"

"""Community 0""",,,,"""Community 1""",,,,"""Community 2""",,,,"""Community 3""",,,,"""Community 4""",,,,"""Community 5""",,,,"""Community 6""",,,,"""Community 7""",,,,"""Community 8""",,,,"""Community 9""",,,,"""Community 10""",,,,"""Community 11""",,,,"""Community 12""",,,,"""Community 13""",,,,"""Community 14"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"136","17.563093013680525","0","true","136","13.259405729643884","85","true","136","18.88940422454776","55","true","136","18.044007148992044","15","true","136","15.46472980390484","5","true","136","13.813783534907229","25","true","136","20.014724183315167","35","true","136","18.63597053774469","45","true","136","14.581173444868925","65","true","136","13.99545896701954","75","true","136","13.434240756536125","95","true","136","17.595986900589466","105","true","136","17.101163848290007","115","true","136","15.600186566558447","125","true","136","20.16600967283095","135","true"
"137","17.641197249574756","0","true","137","13.278156562537342","85","true","137","18.85920207672479","55","true","137","18.05995280153727","15","true","137","15.538067676396365","5","true","137","13.826309346030541","25","true","137","20.11078432540198","35","true","137","18.668001030896704","45","true","137","14.606478415129084","65","true","137","13.973723201211603","75","true","137","13.442152494272886","95","true","137","17.69296012467455","105","true","137","17.212085682223226","115","true","137","15.607742323647035","125","true","137","20.182681751041265","135","true"
"138","17.518623098477164","0","true","138","13.193039968983426","85","true","138","18.729624459373433","55","true","138","17.935736891933885","15","true","138","15.433847114164019","5","true","138","13.728823689405782","25","true","138","19.9695962985645","35","true","138","18.533698865206798","45","true","138","14.504549421188393","65","true","138","13.87499353051505","75","true","138","13.351499525768991","95","true","138","17.56567264176322","105","true","138","17.091765701724697","115","true","138","15.498916830500956","125","true","138","20.041659547560847","135","true"
"139","17.539485738470734","0","true","139","13.175112010489636","85","true","139","18.71284742345587","55","true","139","17.93999969988614","15","true","139","15.48724477511472","5","true","139","13.726412198180551","25","true","139","20.132757572913434","35","true","139","18.711560344898373","45","true","139","14.523507280778805","65","true","139","13.85781473157989","75","true","139","13.371107992097715","95","true","139","17.660904314672266","105","true","139","17.107480479000177","115","true","139","15.488327155034034","125","true","139","20.05376172837642","135","true"
"140","17.41946532474216","0","true","140","13.091079922159711","85","true","140","18.583458350796946","55","true","140","17.81522940500189","15","true","140","15.377406159688373","5","true","140","13.629061757058704","25","true","140","19.995828509184324","35","true","140","18.57885424316151","45","true","140","14.43177341976684","65","true","140","13.762605621814375","75","true","140","13.27627743896227","95","true","140","17.535649674142675","105","true","140","16.986150830212942","115","true","140","15.382688112961633","125","true","140","19.925340756564825","135","true"
"141","17.431834676256916","0","true","141","13.09107840058023","85","true","141","18.55807771775386","55","true","141","17.859000379784444","15","true","141","15.414357327063017","5","true","141","13.650462044316814","25","true","141","20.08424575650765","35","true","141","18.66347888156547","45","true","141","14.463113879835115","65","true","141","13.76837871298021","75","true","141","13.29068925924105","95","true","141","17.58898571476615","105","true","141","17.00110127588668","115","true","141","15.39221511083623","125","true","141","19.95607378852266","135","true"
"142","17.321223999988177","0","true","142","13.001098334963595","85","true","142","18.43389918314618","55","true","142","17.74341715711835","15","true","142","15.306564618482156","5","true","142","13.557700182843389","25","true","142","19.94379648548312","35","true","142","18.532965043232846","45","true","142","14.370534161334184","65","true","142","13.672096344357971","75","true","142","13.202332675060168","95","true","142","17.4754389603479","105","true","142","16.88303667919819","115","true","142","15.289025827772686","125","true","142","19.816520824966556","135","true"
"143","17.376027706218938","0","true","143","13.02811519495814","85","true","143","18.38184070003432","55","true","143","17.7686386530773","15","true","143","15.40677646589996","5","true","143","13.565940203828395","25","true","143","20.058785843454398","35","true","143","18.59010322593026","45","true","143","14.315362136675564","65","true","143","13.660990696462031","75","true","143","13.192530413201611","95","true","143","17.57109753421495","105","true","143","16.92253024524825","115","true","143","15.328982701695356","125","true","143","19.799184258463082","135","true"
"144","17.27066283118859","0","true","144","12.939599156820348","85","true","144","18.261698858218963","55","true","144","17.64793089644121","15","true","144","15.302552852244032","5","true","144","13.474490697464711","25","true","144","19.937972867019887","35","true","144","18.463651948260807","45","true","144","14.22159941585023","65","true","144","13.574425692079897","75","true","144","13.104647170615996","95","true","144","17.449917551220366","105","true","144","16.805823140108608","115","true","144","15.225533146211692","125","true","144","19.672646754181233","135","true"
"145","17.317889428635304","0","true","145","12.923472358962876","85","true","145","18.224471590040284","55","true","145","17.650455030880515","15","true","145","15.34374865894061","5","true","145","13.486490003369834","25","true","145","20.01851896807694","35","true","145","18.53309980700654","45","true","145","14.267144005256597","65","true","145","13.56458790009197","75","true","145","13.09796058393242","95","true","145","17.598281929256746","105","true","145","16.80036094466352","115","true","145","15.232878840183806","125","true","145","19.677550928633753","135","true"
"146","17.206429672442102","0","true","146","12.842784881598284","85","true","146","18.10326550679569","55","true","146","17.53341829009834","15","true","146","15.239833753381026","5","true","146","13.395766355093448","25","true","146","19.88233856693356","35","true","146","18.40702429811534","45","true","146","14.176325076348947","65","true","146","13.474074133603098","75","true","146","13.012805307454776","95","true","146","17.47856572565636","105","true","146","16.693140240719003","115","true","146","15.132246697196498","125","true","146","19.551288585152676","135","true"
"147","17.274970680931567","0","true","147","12.852549200345523","85","true","147","18.071889651116877","55","true","147","17.532260817905204","15","true","147","15.27046000899539","5","true","147","13.408980629357915","25","true","147","20.012647294210055","35","true","147","18.476617035699576","45","true","147","14.218415361893152","65","true","147","13.44734485806695","75","true","147","13.019412069718962","95","true","147","17.589372870460497","105","true","147","16.724036927772424","115","true","147","15.153132681570746","125","true","147","19.587714670219086","135","true"
"148","17.1590312803884","0","true","148","12.768296572497666","85","true","148","17.954795052119245","55","true","148","17.422522254075478","15","true","148","15.167973700210185","5","true","148","13.321642400108832","25","true","148","19.878334225121396","35","true","148","18.352612894520384","45","true","148","14.128873624663978","65","true","148","13.362883171177472","75","true","148","12.932033465224205","95","true","148","17.482459378948114","105","true","148","16.612254717723506","115","true","148","15.052795802389062","125","true","148","19.465063378444363","135","true"
"149","17.197406204170225","0","true","149","12.760451473621622","85","true","149","17.927186107104493","55","true","149","17.42279677777506","15","true","149","15.253274130551674","5","true","149","13.347396200940722","25","true","149","19.971973091858995","35","true","149","18.460451965959287","45","true","149","14.159035092780018","65","true","149","13.361797307055218","75","true","149","12.917325075357763","95","true","149","17.563441244949228","105","true","149","16.671736412939435","115","true","149","15.078520214024746","125","true","149","19.516082166827843","135","true"
"150","17.1049067781562","0","true","150","12.682689448132441","85","true","150","17.815641651180712","55","true","150","17.307414017657344","15","true","150","15.155544147146783","5","true","150","13.263861088893513","25","true","150","19.8553857476394","35","true","150","18.344224461905693","45","true","150","14.068169617048845","65","true","150","13.274308265468093","75","true","150","12.834989182629215","95","true","150","17.4471270645191","105","true","150","16.56485073914421","115","true","150","14.983715481646517","125","true","150","19.3903305055418","135","true"
"151","17.144792858992265","0","true","151","12.720123577135762","85","true","151","17.79474639228028","55","true","151","17.29192929505509","15","true","151","15.182107149645576","5","true","151","13.269371518456113","25","true","151","19.956303634176404","35","true","151","18.48306144718948","45","true","151","14.091401832090709","65","true","151","13.265408416916456","75","true","151","12.831241050731217","95","true","151","17.536204679388334","105","true","151","16.619668857128104","115","true","151","14.946178975457011","125","true","151","19.41416276100352","135","true"
"152","17.04229395291463","0","true","152","12.636985514540104","85","true","152","17.678440860304594","55","true","152","17.18463922146684","15","true","152","15.084143005096056","5","true","152","13.184229585152424","25","true","152","19.82587027709028","35","true","152","18.362257124005236","45","true","152","14.00058347063549","65","true","152","13.18348337625707","75","true","152","12.74964959088028","95","true","152","17.421588962529587","105","true","152","16.512101444992428","115","true","152","14.851488525091002","125","true","152","19.30659491043751","135","true"
"153","17.05422796630282","0","true","153","12.630182444841251","85","true","153","17.64796700037558","55","true","153","17.171240553660386","15","true","153","15.179184699446122","5","true","153","13.187829443431248","25","true","153","19.922539442235298","35","true","153","18.446465055510654","45","true","153","14.011490386569267","65","true","153","13.19072826653083","75","true","153","12.728667624276612","95","true","153","17.502339048818918","105","true","153","16.5812925906703","115","true","153","14.861911154497053","125","true","153","19.31734204880557","135","true"
"154","16.944200689100864","0","true","154","12.555007195988422","85","true","154","17.535721901958695","55","true","154","17.066347219887525","15","true","154","15.081254475578726","5","true","154","13.104863745153208","25","true","154","19.794006929704747","35","true","154","18.327455603539615","45","true","154","13.938487372248623","65","true","154","13.106515186210904","75","true","154","12.646547187990958","95","true","154","17.39103123251708","105","true","154","16.47431650944017","115","true","154","14.767757240885965","125","true","154","19.19271403558747","135","true"
"155","17.037058102036408","0","true","155","12.553840655662158","85","true","155","17.493833811729363","55","true","155","17.053971693225158","15","true","155","15.144772301302012","5","true","155","13.127360015244768","25","true","155","19.879383690599823","35","true","155","18.43756852397742","45","true","155","13.959685998629235","65","true","155","13.123785549935132","75","true","155","12.634732636702891","95","true","155","17.455574760147915","105","true","155","16.505887464238764","115","true","155","14.769760066936339","125","true","155","19.229909108355308","135","true"
"156","16.93382762607336","0","true","156","12.475514113776908","85","true","156","17.383238066991378","55","true","156","16.94534766970143","15","true","156","15.048308783459325","5","true","156","13.043746257185884","25","true","156","19.76400886261315","35","true","156","18.32013178178648","45","true","156","13.874779361312841","65","true","156","13.043971865115052","75","true","156","12.559577439623695","95","true","156","17.352140717920165","105","true","156","16.40205494460848","115","true","156","14.683639275553041","125","true","156","19.116090835123853","135","true"
"157","16.958128236832014","0","true","157","12.469175543400535","85","true","157","17.35366983209208","55","true","157","16.93025520575569","15","true","157","15.06366913939356","5","true","157","13.040723914440862","25","true","157","19.82035971977584","35","true","157","18.35673841324598","45","true","157","13.876334287342925","65","true","157","13.061979392867467","75","true","157","12.571594091448928","95","true","157","17.451211546727375","105","true","157","16.42839358136631","115","true","157","14.693743949160591","125","true","157","19.163727065250626","135","true"
"158","16.851473342260746","0","true","158","12.398857929445422","85","true","158","17.245291326696556","55","true","158","16.829371683299463","15","true","158","14.973789983506949","5","true","158","12.96129728589061","25","true","158","19.69782642406453","35","true","158","18.241287228257015","45","true","158","13.789061744655234","65","true","158","12.979828579075848","75","true","158","12.495738224850967","95","true","158","17.34305045411678","105","true","158","16.327962404708195","115","true","158","14.601330465203606","125","true","158","19.050637379506686","135","true"
"159","16.8809233242271","0","true","159","12.417725267784018","85","true","159","17.204969202525707","55","true","159","16.808392075954895","15","true","159","15.030553017209735","5","true","159","12.96724018881471","25","true","159","19.76634797885364","35","true","159","18.28506302631345","45","true","159","13.801479241863623","65","true","159","12.962839724679972","75","true","159","12.476163865381617","95","true","159","17.41348194664926","105","true","159","16.329378048462775","115","true","159","14.579428499324276","125","true","159","19.09698482980424","135","true"
"160","16.7940657128195","0","true","160","12.340596539412688","85","true","160","17.09979433721812","55","true","160","16.704895923831458","15","true","160","14.939213115522378","5","true","160","12.888216789665986","25","true","160","19.6435756311589","35","true","160","18.172172578177488","45","true","160","13.721040180430977","65","true","160","12.88677973542806","75","true","160","12.40139313053027","95","true","160","17.305323673688704","105","true","160","16.22795334008723","115","true","160","14.495121807214602","125","true","160","18.991127811810042","135","true"
"161","16.819923206150165","0","true","161","12.349114339587015","85","true","161","17.059008455230575","55","true","161","16.68499552005578","15","true","161","14.96362576062775","5","true","161","12.888578840481864","25","true","161","19.670843630806452","35","true","161","18.253944119572814","45","true","161","13.730229796659","65","true","161","12.891437849835766","75","true","161","12.384196509832162","95","true","161","17.40225058563966","105","true","161","16.255803335955186","115","true","161","14.471331648848553","125","true","161","19.02672353143369","135","true"
"162","16.72578398914605","0","true","162","12.278750009771887","85","true","162","16.960091750879627","55","true","162","16.586891261583364","15","true","162","14.871824375593224","5","true","162","12.809507804650687","25","true","162","19.552698937509874","35","true","162","18.145054855577687","45","true","162","13.647615094293448","65","true","162","12.815560063202831","75","true","162","12.30821984412767","95","true","162","17.300305407816285","105","true","162","16.158827443128764","115","true","162","14.39287601568483","125","true","162","18.911032067499743","135","true"
"163","16.751624116529324","0","true","163","12.27669455954975","85","true","163","16.92037041415561","55","true","163","16.582130005468912","15","true","163","14.902373841562781","5","true","163","12.84309871625704","25","true","163","19.585541780740567","35","true","163","18.214706620400495","45","true","163","13.667971400540004","65","true","163","12.813042433318452","75","true","163","12.32024534038209","95","true","163","17.38716562322073","105","true","163","16.180853646556486","115","true","163","14.390092124770394","125","true","163","18.933082257175982","135","true"
"164","16.66209148151534","0","true","164","12.203687797780344","85","true","164","16.819505272180695","55","true","164","16.484773964670346","15","true","164","14.819013580577003","5","true","164","12.765261754340331","25","true","164","19.47313704430181","35","true","164","18.10431445906473","45","true","164","13.596414822019584","65","true","164","12.741129246862263","75","true","164","12.254297514858273","95","true","164","17.286304682994196","105","true","164","16.08375483776373","115","true","164","14.302879445226331","125","true","164","18.829231910303097","135","true"
"165","16.708988854999355","0","true","165","12.199672157699624","85","true","165","16.81876179566779","55","true","165","16.48063380063528","15","true","165","14.876362616405936","5","true","165","12.771524850652936","25","true","165","19.488479161840424","35","true","165","18.144386973578328","45","true","165","13.6064503106311","65","true","165","12.725275611896965","75","true","165","12.239851880154744","95","true","165","17.37853516796432","105","true","165","16.11407151681852","115","true","165","14.29071458318487","125","true","165","18.8205676335513","135","true"
"166","16.61247180770505","0","true","166","12.128008629623926","85","true","166","16.72235304461171","55","true","166","16.384659647918284","15","true","166","14.788524031818865","5","true","166","12.700534530359779","25","true","166","19.37723874970039","35","true","166","18.036426685786484","45","true","166","13.529284545998589","65","true","166","12.649076356735906","75","true","166","12.166559353926273","95","true","166","17.27447208312621","105","true","166","16.018578155376044","115","true","166","14.205141441968195","125","true","166","18.707869623769554","135","true"
"167","16.632999214030086","0","true","167","12.131533360418324","85","true","167","16.706442816708602","55","true","167","16.372002753195424","15","true","167","14.855145929738491","5","true","167","12.711240188342153","25","true","167","19.40852809998695","35","true","167","18.121382367608852","45","true","167","13.599701921096214","65","true","167","12.653741220745161","75","true","167","12.166407451623268","95","true","167","17.355743925845005","105","true","167","16.08642524988523","115","true","167","14.211683163569482","125","true","167","18.718042048705783","135","true"
"168","16.53656199544091","0","true","168","12.064232693240896","85","true","168","16.61332257426632","55","true","168","16.27716713187164","15","true","168","14.76724565796489","5","true","168","12.637468074523227","25","true","168","19.29368473844856","35","true","168","18.01415525300762","45","true","168","13.523693518644038","65","true","168","12.581186648603694","75","true","168","12.097723909240475","95","true","168","17.25304721622462","105","true","168","15.998127276799238","115","true","168","14.133944839273111","125","true","168","18.6159275511972","135","true"
"169","16.532984204554623","0","true","169","12.067314894957452","85","true","169","16.57913293486662","55","true","169","16.267934416851254","15","true","169","14.828439513806215","5","true","169","12.65649815400871","25","true","169","19.31881285783127","35","true","169","18.057523898102858","45","true","169","13.541004194518337","65","true","169","12.604823686154317","75","true","169","12.086934454341732","95","true","169","17.335253539791392","105","true","169","16.041010920776735","115","true","169","14.116873771892422","125","true","169","18.655682935872665","135","true"
"170","16.445140607762717","0","true","170","11.999808929469825","85","true","170","16.48641401879114","55","true","170","16.178121630771106","15","true","170","14.745809719994488","5","true","170","12.583523768561975","25","true","170","19.210731341266385","35","true","170","17.95434320405178","45","true","170","13.469459983747434","65","true","170","12.53111126693704","75","true","170","12.016250627123359","95","true","170","17.23892166973947","105","true","170","15.947203839368685","115","true","170","14.036559163853791","125","true","170","18.550316380419364","135","true"
"171","16.483621622116157","0","true","171","11.995932485804413","85","true","171","16.465560923872456","55","true","171","16.16122996051113","15","true","171","14.785160712188773","5","true","171","12.573930074544373","25","true","171","19.20801884519885","35","true","171","18.044416352198745","45","true","171","13.492598223256481","65","true","171","12.51704002111577","75","true","171","12.022331929190987","95","true","171","17.296275863059073","105","true","171","15.997132135140209","115","true","171","14.038947278229362","125","true","171","18.544961748267337","135","true"
"172","16.39568029465282","0","true","172","11.929646174858185","85","true","172","16.37288921271737","55","true","172","16.068270065849376","15","true","172","14.700606338636454","5","true","172","12.502471467775745","25","true","172","19.101638448531563","35","true","172","17.940963912976702","45","true","172","13.416652825078472","65","true","172","12.44872429035687","75","true","172","11.955394164417761","95","true","172","17.199643877178698","105","true","172","15.904663163260786","115","true","172","13.95779729396214","125","true","172","18.44373422394339","135","true"
"173","16.405791277549227","0","true","173","11.92540941679071","85","true","173","16.363940906026517","55","true","173","16.04641414239822","15","true","173","14.759607450846428","5","true","173","12.510496251783344","25","true","173","19.082255772350727","35","true","173","18.04110628248229","45","true","173","13.43064989184659","65","true","173","12.45163031444992","75","true","173","11.944060369800294","95","true","173","17.263765099165276","105","true","173","15.95818664091002","115","true","173","13.941981266696677","125","true","173","18.465964740027548","135","true"
"174","16.31964394807762","0","true","174","11.86167699536535","85","true","174","16.276574870081326","55","true","174","15.957587418618301","15","true","174","14.675266836841592","5","true","174","12.441042547934224","25","true","174","18.973214310794436","35","true","174","17.93955806756494","45","true","174","13.355067741302657","65","true","174","12.381763635763328","75","true","174","11.875808596258578","95","true","174","17.165115012884332","105","true","174","15.867902265086897","115","true","174","13.868124943926622","125","true","174","18.361384978337863","135","true"
"175","16.347421619040976","0","true","175","11.84441138558271","85","true","175","16.25611902625312","55","true","175","15.945092889396019","15","true","175","14.71281934676283","5","true","175","12.454346814754265","25","true","175","18.956109004309575","35","true","175","18.02075342475675","45","true","175","13.389883263720824","65","true","175","12.388734521565045","75","true","175","11.895096390871629","95","true","175","17.22630848655164","105","true","175","15.91430071706191","115","true","175","13.87498425576012","125","true","175","18.375735083776384","135","true"
"176","16.26016313289049","0","true","176","11.782543836203189","85","true","176","16.16516523902017","55","true","176","15.863934312348857","15","true","176","14.629696073617277","5","true","176","12.385598757114888","25","true","176","18.849012343268278","35","true","176","17.918941258515186","45","true","176","13.318943812488001","65","true","176","12.32236326540587","75","true","176","11.833418598264132","95","true","176","17.130122476877638","105","true","176","15.827823278005312","115","true","176","13.803074246528361","125","true","176","18.27877155468341","135","true"
"177","16.303336943335093","0","true","177","11.792196442324444","85","true","177","16.117539773114657","55","true","177","15.856823849257959","15","true","177","14.666381012343253","5","true","177","12.40459588342951","25","true","177","18.836360334969637","35","true","177","17.962470797171328","45","true","177","13.36958671620857","65","true","177","12.341780096758482","75","true","177","11.82555394727741","95","true","177","17.185695679392627","105","true","177","15.867980186168541","115","true","177","13.82124448269843","125","true","177","18.31440213129619","135","true"
"178","16.22040658699715","0","true","178","11.730062774452898","85","true","178","16.030610287396026","55","true","178","15.768238241161544","15","true","178","14.587768194369277","5","true","178","12.33634210112571","25","true","178","18.737809067548604","35","true","178","17.865431095546292","45","true","178","13.29597191170527","65","true","178","12.27283160459782","75","true","178","11.759489400085915","95","true","178","17.092577221055294","105","true","178","15.779332252167599","115","true","178","13.744030826370507","125","true","178","18.213916140857165","135","true"
"179","16.224719161772597","0","true","179","11.740225605462623","85","true","179","16.017642234007873","55","true","179","15.76362207955413","15","true","179","14.621463452103209","5","true","179","12.342781016598629","25","true","179","18.7162952513794","35","true","179","17.95718078570649","45","true","179","13.312565339346655","65","true","179","12.26461577657275","75","true","179","11.746205523918043","95","true","179","17.12802030158692","105","true","179","15.787571344458915","115","true","179","13.737279904077045","125","true","179","18.222849710573804","135","true"
"180","16.13952506637775","0","true","180","11.67961543570109","85","true","180","15.93082129904748","55","true","180","15.677867796336445","15","true","180","14.540681886069489","5","true","180","12.276175380805899","25","true","180","18.612890305239183","35","true","180","17.85884374814802","45","true","180","13.247835498420697","65","true","180","12.200869778126972","75","true","180","11.684158056973411","95","true","180","17.03339035516931","105","true","180","15.700347193384555","115","true","180","13.662793979055126","125","true","180","18.131998626081224","135","true"
"181","16.150477106820414","0","true","181","11.67192384107514","85","true","181","15.924412270110215","55","true","181","15.671122496311785","15","true","181","14.555386049560969","5","true","181","12.290107141624794","25","true","181","18.610586463491803","35","true","181","17.92745391477606","45","true","181","13.23295573334958","65","true","181","12.197886180749885","75","true","181","11.675593222485459","95","true","181","17.079901900749586","105","true","181","15.740618840398614","115","true","181","13.661680130207836","125","true","181","18.14492906199388","135","true"
"182","16.074666282564213","0","true","182","11.608142836479102","85","true","182","15.84401480177918","55","true","182","15.593632049100428","15","true","182","14.479365449821678","5","true","182","12.224933934469618","25","true","182","18.510864955467177","35","true","182","17.83208275110443","45","true","182","13.171172055347078","65","true","182","12.132469034005043","75","true","182","11.61356098581037","95","true","182","16.98656910347773","105","true","182","15.658450107338608","115","true","182","13.589094218267103","125","true","182","18.045776444168776","135","true"
"183","16.096245223682796","0","true","183","11.618925758640753","85","true","183","15.83250653104145","55","true","183","15.576915894568849","15","true","183","14.490365313022409","5","true","183","12.231982332744064","25","true","183","18.488313292404843","35","true","183","17.90209345716184","45","true","183","13.177833978809408","65","true","183","12.134679314648112","75","true","183","11.60138490542405","95","true","183","17.06800043578201","105","true","183","15.680925427948461","115","true","183","13.605697934466674","125","true","183","18.050166048575846","135","true"
"184","16.015298936786262","0","true","184","11.55753882657113","85","true","184","15.747591367712412","55","true","184","15.4927163491928","15","true","184","14.415489306636344","5","true","184","12.167271687943746","25","true","184","18.38908610882811","35","true","184","17.807559777144473","45","true","184","13.107449803937383","65","true","184","12.071121419440987","75","true","184","11.541867874865401","95","true","184","16.978654060183047","105","true","184","15.59616366887847","115","true","184","13.533041683078075","125","true","184","17.96020000754819","135","true"
"185","15.993373102218511","0","true","185","11.553779433655366","85","true","185","15.737637244125922","55","true","185","15.465619784887059","15","true","185","14.455249514112463","5","true","185","12.203720674558966","25","true","185","18.368381100679876","35","true","185","17.880775328367843","45","true","185","13.126987524568714","65","true","185","12.070881956910751","75","true","185","11.54229145337315","95","true","185","17.032435033953256","105","true","185","15.606961572824673","115","true","185","13.528086357358154","125","true","185","17.979182694085807","135","true"
"186","15.90930939382885","0","true","186","11.494936305303984","85","true","186","15.657369630449088","55","true","186","15.382915935770015","15","true","186","14.377948714571755","5","true","186","12.13846013619234","25","true","186","18.27337705225184","35","true","186","17.78740071237168","45","true","186","13.058519942893478","65","true","186","12.008453524216952","75","true","186","11.482989861316826","95","true","186","16.942502656157956","105","true","186","15.52350188526946","115","true","186","13.455743649564795","125","true","186","17.88303733208535","135","true"
"187","15.91544674488348","0","true","187","11.488960540760472","85","true","187","15.654163022456489","55","true","187","15.354023874962023","15","true","187","14.401991989433137","5","true","187","12.152581018099278","25","true","187","18.264488072441985","35","true","187","17.832005429036425","45","true","187","13.066404103016474","65","true","187","12.004932094681106","75","true","187","11.476145717871248","95","true","187","17.01679687553805","105","true","187","15.557120037652313","115","true","187","13.453321991286822","125","true","187","17.90245083886171","135","true"
"188","15.836151391357259","0","true","188","11.43320508951689","85","true","188","15.57773597855752","55","true","188","15.275387981342211","15","true","188","14.330288348850493","5","true","188","12.08964656215427","25","true","188","18.16785056941319","35","true","188","17.73765619396216","45","true","188","12.998342171395382","65","true","188","11.942780827141217","75","true","188","11.4179686449647","95","true","188","16.926760913233615","105","true","188","15.47480723322029","115","true","188","13.386972617074186","125","true","188","17.80942829964569","135","true"
"189","15.85503036866958","0","true","189","11.431229760211563","85","true","189","15.57315577106773","55","true","189","15.26021206195331","15","true","189","14.333545002793617","5","true","189","12.103201171348974","25","true","189","18.14790280603916","35","true","189","17.82818060867885","45","true","189","13.00389646707127","65","true","189","11.952794942667353","75","true","189","11.40625703943044","95","true","189","16.988259610272138","105","true","189","15.50776953265469","115","true","189","13.372553319680934","125","true","189","17.796009823445157","135","true"
"190","15.77391654821978","0","true","190","11.376032325612757","85","true","190","15.49162092409879","55","true","190","15.180977919554737","15","true","190","14.261096875724435","5","true","190","12.04231579339056","25","true","190","18.05430265028588","35","true","190","17.73903069702444","45","true","190","12.93581323949498","65","true","190","11.890837709868588","75","true","190","11.348262927877538","95","true","190","16.90169604874263","105","true","190","15.428489900862495","115","true","190","13.304395410379916","125","true","190","17.71236658780906","135","true"
"191","15.797590802841743","0","true","191","11.381833778987412","85","true","191","15.469480093924645","55","true","191","15.167347131507515","15","true","191","14.27033541090791","5","true","191","12.062082334672732","25","true","191","18.02745592294713","35","true","191","17.801709339930873","45","true","191","12.94058215886736","65","true","191","11.896750438529025","75","true","191","11.341717167464171","95","true","191","16.949015114904707","105","true","191","15.466640593826932","115","true","191","13.29915533698888","125","true","191","17.729130493593654","135","true"
"192","15.723178811949905","0","true","192","11.326633487268301","85","true","192","15.390895084762365","55","true","192","15.08875984067069","15","true","192","14.19639584919336","5","true","192","12.001116093126003","25","true","192","17.938637127580872","35","true","192","17.71105134223595","45","true","192","12.87726187626702","65","true","192","11.83510924454701","75","true","192","11.284482763839346","95","true","192","16.864392659313506","105","true","192","15.386502559662027","115","true","192","13.230815973447529","125","true","192","17.639705603980957","135","true"
"193","15.738541841652571","0","true","193","11.336579235241448","85","true","193","15.387667330958974","55","true","193","15.081393941037037","15","true","193","14.199286339415753","5","true","193","12.009347815695591","25","true","193","17.928783608769727","35","true","193","17.83509594909359","45","true","193","12.941937988740564","65","true","193","11.834069769183335","75","true","193","11.271522528737568","95","true","193","16.923497005250876","105","true","193","15.39185921702516","115","true","193","13.235529530605294","125","true","193","17.678401104497166","135","true"
"194","15.65986573115385","0","true","194","11.282145152496824","85","true","194","15.313136968549218","55","true","194","15.005875966110162","15","true","194","14.13177232846426","5","true","194","11.948390979584904","25","true","194","17.83984736845939","35","true","194","17.743633918585417","45","true","194","12.883603339889119","65","true","194","11.775866913840852","75","true","194","11.220359569045883","95","true","194","16.836709841121387","105","true","194","15.31340556342809","115","true","194","13.172482151502868","125","true","194","17.591907467964937","135","true"
"195","15.660737925355505","0","true","195","11.29166999466112","85","true","195","15.31861990322772","55","true","195","15.00443959286802","15","true","195","14.14070131133485","5","true","195","11.956747235667947","25","true","195","17.82292572644464","35","true","195","17.815543796052108","45","true","195","12.889228567862892","65","true","195","11.776754025779258","75","true","195","11.221403134281099","95","true","195","16.886662620252544","105","true","195","15.358385662053678","115","true","195","13.168336833949962","125","true","195","17.605532018528407","135","true"
"196","15.59416502614753","0","true","196","11.239814309457385","85","true","196","15.240860411333163","55","true","196","14.931238261109344","15","true","196","14.069799888376647","5","true","196","11.896053087263542","25","true","196","17.733170406993015","35","true","196","17.726703590248434","45","true","196","12.82485622865014","65","true","196","11.718166146358234","75","true","196","11.165214614353808","95","true","196","16.800943520657356","105","true","196","15.283689322669181","115","true","196","13.103431498903255","125","true","196","17.52501823031487","135","true"
