"export-plot data (NetLogo 6.1.1)"
"ResEx.nlogo"
"07/29/2021 13:40:25:679 +0200"

"MODEL SETTINGS"
"real-communities","regeneration-time","communities-number","territory","household-size","time-limit","number-households","clay-exploitation-rate"
"true","1","10","50","6","2000","100","10"

"""Wood harvested [m³ per year and household]"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","571","0","80","true","""Community 0""","true","15"

"pen name","pen down?","mode","interval","color","x"
"""Community 0""","true","0","1","0","565"
"""Community 1""","true","0","1","85","565"
"""Community 2""","true","0","1","55","565"
"""Community 3""","true","0","1","15","565"
"""Community 4""","true","0","1","5","565"
"""Community 5""","true","0","1","25","565"
"""Community 6""","true","0","1","35","565"
"""Community 7""","true","0","1","45","565"
"""Community 8""","true","0","1","65","565"
"""Community 9""","true","0","1","75","565"
"""Community 10""","true","0","1","95","565"
"""Community 11""","true","0","1","105","565"
"""Community 12""","true","0","1","115","565"
"""Community 13""","true","0","1","125","565"
"""Community 14""","true","0","1","135","565"

"""Community 0""",,,,"""Community 1""",,,,"""Community 2""",,,,"""Community 3""",,,,"""Community 4""",,,,"""Community 5""",,,,"""Community 6""",,,,"""Community 7""",,,,"""Community 8""",,,,"""Community 9""",,,,"""Community 10""",,,,"""Community 11""",,,,"""Community 12""",,,,"""Community 13""",,,,"""Community 14"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"102","12.56698581626014","0","true","102","14.355228026425003","85","true","102","18.05285022067375","55","true","102","18.678821280258667","15","true","102","14.4878880747592","5","true","102","15.833394796302244","25","true","102","16.97746778548604","35","true","102","15.508770404817588","45","true","102","15.429644992664922","65","true","102","16.111009867657096","75","true","102","16.79952364896127","95","true","102","18.103917997478263","105","true","102","18.880394125988364","115","true","102","15.472120050473691","125","true","102","16.867100640041166","135","true"
"103","12.626004505799195","0","true","103","14.398030549299571","85","true","103","18.14303414387429","55","true","103","18.83607647232129","15","true","103","14.533401333775666","5","true","103","15.95060827821536","25","true","103","17.193683324184207","35","true","103","15.611213710758399","45","true","103","15.435337718984352","65","true","103","16.04617429377307","75","true","103","16.86138634331896","95","true","103","18.268730711214804","105","true","103","19.01717494375348","115","true","103","15.608707433583513","125","true","103","16.89971417524118","135","true"
"104","12.515096567215021","0","true","104","14.264712284063501","85","true","104","17.976090200282215","55","true","104","18.661354123245484","15","true","104","14.400692954350383","5","true","104","15.798697723184738","25","true","104","17.031812784960405","35","true","104","15.462535484941652","45","true","104","15.288334502613072","65","true","104","15.895668304933158","75","true","104","16.704686657743924","95","true","104","18.094742799679423","105","true","104","18.838560744317235","115","true","104","15.462911385707091","125","true","104","16.74064685116542","135","true"
"105","12.612551167196731","0","true","105","14.31604533449782","85","true","105","18.019065763932012","55","true","105","18.779832418829173","15","true","105","14.552140226827303","5","true","105","15.82293997940746","25","true","105","17.164517588636656","35","true","105","15.582586789516192","45","true","105","15.373790860729638","65","true","105","15.879643454205759","75","true","105","16.685721674782542","95","true","105","18.22316142848937","105","true","105","19.004782579328207","115","true","105","15.556047522792001","125","true","105","16.838016963330155","135","true"
"106","12.503069444159648","0","true","106","14.187692123560856","85","true","106","17.853965880506337","55","true","106","18.60707228584756","15","true","106","14.419456268859792","5","true","106","15.67506203567468","25","true","106","17.00571759528341","35","true","106","15.437644577357954","45","true","106","15.230110572311604","65","true","106","15.731235571456171","75","true","106","16.531384192984742","95","true","106","18.054614134451914","105","true","106","18.82825192233064","115","true","106","15.410663901083664","125","true","106","16.685495105500603","135","true"
"107","12.558200778549429","0","true","107","14.242216398093921","85","true","107","17.9677281670036","55","true","107","18.653183408115943","15","true","107","14.557666687056829","5","true","107","15.733205530653086","25","true","107","17.12184561824466","35","true","107","15.552301021686466","45","true","107","15.243218921274378","65","true","107","15.69163900926839","75","true","107","16.592066137939526","95","true","107","18.234570388531267","105","true","107","18.964052279273577","115","true","107","15.43715510939047","125","true","107","16.734949546636447","135","true"
"108","12.448722877758106","0","true","108","14.116970622605466","85","true","108","17.805234529478483","55","true","108","18.48316373061432","15","true","108","14.427795267261963","5","true","108","15.58886419550948","25","true","108","16.966627449989986","35","true","108","15.411202147438663","45","true","108","15.107326362878233","65","true","108","15.55146652033596","75","true","108","16.44730513665733","95","true","108","18.06925740975811","105","true","108","18.791438921363035","115","true","108","15.30120331977977","125","true","108","16.58405251167823","135","true"
"109","12.498861174135522","0","true","109","14.249712114021266","85","true","109","17.76468005764751","55","true","109","18.576474551314888","15","true","109","14.531958288902475","5","true","109","15.583114305152943","25","true","109","17.134861981077993","35","true","109","15.513564142447585","45","true","109","15.087146781267306","65","true","109","15.48193079005192","75","true","109","16.500819176335416","95","true","109","18.190075404445988","105","true","109","18.919676811851804","115","true","109","15.329754458091873","125","true","109","16.629533362712042","135","true"
"110","12.40136768609649","0","true","110","14.128281029791893","85","true","110","17.60697075371157","55","true","110","18.413406084210475","15","true","110","14.401576672703355","5","true","110","15.442725887989402","25","true","110","16.980493855122333","35","true","110","15.37625023048588","45","true","110","14.951226539994627","65","true","110","15.344706190493236","75","true","110","16.359787366335134","95","true","110","18.029405557623505","105","true","110","18.750565100951526","115","true","110","15.191648562073027","125","true","110","16.485433606885397","135","true"
"111","12.468125708875887","0","true","111","14.161427413566702","85","true","111","17.653216858952263","55","true","111","18.531578912160285","15","true","111","14.43363522875621","5","true","111","15.54169930761639","25","true","111","17.101999006448573","35","true","111","15.51401603611313","45","true","111","14.991258438151908","65","true","111","15.307976190461991","75","true","111","16.380751798717498","95","true","111","18.176122260474106","105","true","111","18.888747425398417","115","true","111","15.258703084680334","125","true","111","16.55379982431827","135","true"
"112","12.36445038065734","0","true","112","14.044536943856158","85","true","112","17.504282055908753","55","true","112","18.36758263860134","15","true","112","14.308368746562229","5","true","112","15.404162145602086","25","true","112","16.954353417045077","35","true","112","15.377397623058686","45","true","112","14.870033055232717","65","true","112","15.17467566053871","75","true","112","16.240577524047428","95","true","112","18.0206389173223","105","true","112","18.722831048292065","115","true","112","15.127791778743147","125","true","112","16.410816240607996","135","true"
"113","12.447306945639035","0","true","113","14.137895604001118","85","true","113","17.525275168765095","55","true","113","18.39765374933074","15","true","113","14.401550590567696","5","true","113","15.421864839746585","25","true","113","17.122784575468692","35","true","113","15.50359081190581","45","true","113","14.861856947816005","65","true","113","15.124170399013881","75","true","113","16.288432447376046","95","true","113","18.1061664100675","105","true","113","18.795603908067392","115","true","113","15.143365908175408","125","true","113","16.46584871869332","135","true"
"114","12.344595449087327","0","true","114","14.025566625491267","85","true","114","17.37391527714862","55","true","114","18.242925665030445","15","true","114","14.278442123547155","5","true","114","15.287761667227048","25","true","114","16.97573486750306","35","true","114","15.370502485439538","45","true","114","14.748409141757671","65","true","114","14.996330707399808","75","true","114","16.151296732001313","95","true","114","17.950678075297535","105","true","114","18.634968890133216","115","true","114","15.016243275524923","125","true","114","16.325102675721634","135","true"
"115","12.453529304308693","0","true","115","14.09547102640498","85","true","115","17.39542589290397","55","true","115","18.323899432184962","15","true","115","14.291857269494539","5","true","115","15.352409715362407","25","true","115","17.076669944393117","35","true","115","15.47521510834585","45","true","115","14.839139939366477","65","true","115","14.958084960327563","75","true","115","16.203823038970185","95","true","115","18.07683917933482","105","true","115","18.724065516147697","115","true","115","15.071052430160263","125","true","115","16.333691443922426","135","true"
"116","12.35590451595892","0","true","116","13.98495595144308","85","true","116","17.25096959269241","55","true","116","18.174014068328013","15","true","116","14.171269311720476","5","true","116","15.221192538308028","25","true","116","16.93623234554795","35","true","116","15.34382120048568","45","true","116","14.71599284634706","65","true","116","14.832563518153542","75","true","116","16.067991808176426","95","true","116","17.924033127354406","105","true","116","18.566880899908448","115","true","116","14.944811319989272","125","true","116","16.198326231379507","135","true"
"117","12.442571364623314","0","true","117","14.0503562060614","85","true","117","17.28718557049027","55","true","117","18.23611572585864","15","true","117","14.178583194885732","5","true","117","15.230780143010225","25","true","117","17.080789356923177","35","true","117","15.3859381598144","45","true","117","14.747294448936012","65","true","117","14.79672734875116","75","true","117","16.117678124786078","95","true","117","18.06684409306467","105","true","117","18.678312062937625","115","true","117","14.989737335843587","125","true","117","16.260348710543976","135","true"
"118","12.338011941391185","0","true","118","13.933418476317842","85","true","118","17.14292825307025","55","true","118","18.086134891199237","15","true","118","14.059435436945517","5","true","118","15.104106079651332","25","true","118","16.9409220639916","35","true","118","15.257304868307466","45","true","118","14.62698886580289","65","true","118","14.6746383691815","75","true","118","15.982235451468549","95","true","118","17.91671673693769","105","true","118","18.522513193070765","115","true","118","14.865630236557038","125","true","118","16.128421291168102","135","true"
"119","12.415299240059934","0","true","119","13.985443623902706","85","true","119","17.195028388603834","55","true","119","18.189025001747492","15","true","119","14.1129067061199","5","true","119","15.166823939909992","25","true","119","17.09455638970309","35","true","119","15.38313985527467","45","true","119","14.668292799021016","65","true","119","14.667852122146506","75","true","119","16.042894860889092","95","true","119","18.01122759810955","105","true","119","18.494445868284917","115","true","119","14.888417754131808","125","true","119","16.214640485976993","135","true"
"120","12.312693461216464","0","true","120","13.879587763928097","85","true","120","17.053945430355473","55","true","120","18.040675287771627","15","true","120","13.998413121969845","5","true","120","15.042794372720644","25","true","120","16.958352120408463","35","true","120","15.258038450392416","45","true","120","14.5577565133674","65","true","120","14.550155250341291","75","true","120","15.924992276877562","95","true","120","17.866258504193407","105","true","120","18.347447578561166","115","true","120","14.766277554321949","125","true","120","16.083578997735188","135","true"
"121","12.405095370287501","0","true","121","13.959790424074255","85","true","121","17.058667036401857","55","true","121","18.10553285705922","15","true","121","14.020866249455574","5","true","121","15.110130776036941","25","true","121","17.07873526697797","35","true","121","15.37002511861086","45","true","121","14.58544590477363","65","true","121","14.531644877794525","75","true","121","15.952458816857119","95","true","121","18.038180094286176","105","true","121","18.462149044431712","115","true","121","14.78962592369903","125","true","121","16.14247523305643","135","true"
"122","12.311157985572823","0","true","122","13.85232517534982","85","true","122","16.91997868651241","55","true","122","17.960304600185985","15","true","122","13.906875466939674","5","true","122","14.987284184361846","25","true","122","16.946959147608517","35","true","122","15.245065564801015","45","true","122","14.466865043759212","65","true","122","14.415601047946883","75","true","122","15.82418365992306","95","true","122","17.891528223600922","105","true","122","18.314538452695672","115","true","122","14.673187896132653","125","true","122","16.015815555900925","135","true"
"123","12.36843547451184","0","true","123","13.92488119726427","85","true","123","16.90180492923242","55","true","123","18.03834754101685","15","true","123","13.949601841653593","5","true","123","15.001632980360343","25","true","123","17.105801000258946","35","true","123","15.336172047764165","45","true","123","14.470419886068996","65","true","123","14.401273289717654","75","true","123","15.921691017907488","95","true","123","17.997821769321227","105","true","123","18.382498054569062","115","true","123","14.707435136127543","125","true","123","16.061919056482306","135","true"
"124","12.269487990715746","0","true","124","13.823479099678131","85","true","124","16.768725361900714","55","true","124","17.896540515535445","15","true","124","13.84013630817124","5","true","124","14.883758262839937","25","true","124","16.972602090654348","35","true","124","15.214131438171794","45","true","124","14.354656526980444","65","true","124","14.288097312381518","75","true","124","15.797193336678571","95","true","124","17.86068990459329","105","true","124","18.236692651561004","115","true","124","14.59066363627227","125","true","124","15.935818446969611","135","true"
"125","12.327955583136573","0","true","125","13.874923198711087","85","true","125","16.794610743093664","55","true","125","17.952708642675","15","true","125","13.877415871422793","5","true","125","14.9178546013285","25","true","125","17.11960946742865","35","true","125","15.247473215988418","45","true","125","14.444248677402491","65","true","125","14.271728419492117","75","true","125","15.849856224264252","95","true","125","17.990722338361437","105","true","125","18.326175629325306","115","true","125","14.633923723730247","125","true","125","15.995145805261894","135","true"
"126","12.23785456502241","0","true","126","13.769879238518646","85","true","126","16.665135575584124","55","true","126","17.814782223927402","15","true","126","13.769457740651127","5","true","126","14.802401170577408","25","true","126","16.9866305664487","35","true","126","15.128242124259982","45","true","126","14.340693885992106","65","true","126","14.162657114000787","75","true","126","15.727828011475605","95","true","126","17.850995403372366","105","true","126","18.181875033818805","115","true","126","14.519701400119299","125","true","126","15.871213390469507","135","true"
"127","12.31879326647459","0","true","127","13.820959479628684","85","true","127","16.645139255742382","55","true","127","17.867942023272498","15","true","127","13.808624692363546","5","true","127","14.826857321305251","25","true","127","17.099327940291676","35","true","127","15.229094706447492","45","true","127","14.364050746093017","65","true","127","14.126333122956984","75","true","127","15.808781763049188","95","true","127","17.940530851749315","105","true","127","18.238611737326163","115","true","127","14.546476217597572","125","true","127","15.914876878368002","135","true"
"128","12.22329874502905","0","true","128","13.722584007554513","85","true","128","16.516107168488567","55","true","128","17.73139102955879","15","true","128","13.703187567937555","5","true","128","14.714018385005275","25","true","128","16.973998992553636","35","true","128","15.112317005927796","45","true","128","14.256042058573648","65","true","128","14.0208366608697","75","true","128","15.690272512635792","95","true","128","17.80335930712141","105","true","128","18.101721013482138","115","true","128","14.437223867791658","125","true","128","15.794301263707842","135","true"
"129","12.304201307889176","0","true","129","13.796465596502387","85","true","129","16.483694868027897","55","true","129","17.76102158499647","15","true","129","13.788574462954376","5","true","129","14.717500120362148","25","true","129","17.136870133068104","35","true","129","15.208748746919664","45","true","129","14.347223842283915","65","true","129","14.007076463972467","75","true","129","15.721521720799661","95","true","129","17.928777462820495","105","true","129","18.18647026995325","115","true","129","14.482107964739262","125","true","129","15.848017027655388","135","true"
"130","12.211416025488028","0","true","130","13.699736093688545","85","true","130","16.363360595791164","55","true","130","17.629742547743906","15","true","130","13.685753339044625","5","true","130","14.607229376259646","25","true","130","17.011428173229433","35","true","130","15.09329032904361","45","true","130","14.25095673620066","65","true","130","13.90128776081457","75","true","130","15.60151010461035","95","true","130","17.79553656436078","105","true","130","18.047642252625366","115","true","130","14.373950877275272","125","true","130","15.732336433834858","135","true"
"131","12.307894810334515","0","true","131","13.742444296360635","85","true","131","16.3359207181071","55","true","131","17.65344017189371","15","true","131","13.775038523499816","5","true","131","14.633765899220494","25","true","131","17.15750084045758","35","true","131","15.23874204902147","45","true","131","14.327275135812878","65","true","131","13.853953900935286","75","true","131","15.62803189679831","95","true","131","17.941736785866173","105","true","131","18.08750223151847","115","true","131","14.404099445082172","125","true","131","15.731362560774635","135","true"
"132","12.217053632453332","0","true","132","13.64583810162595","85","true","132","16.21750917234553","55","true","132","17.52264995271109","15","true","132","13.674706645379871","5","true","132","14.526031920795633","25","true","132","17.032103231442854","35","true","132","15.12416504113409","45","true","132","14.220706880789225","65","true","132","13.74978883401096","75","true","132","15.517673042412161","95","true","132","17.80873577444979","105","true","132","17.952094523260456","115","true","132","14.299102197616843","125","true","132","15.618303010123835","135","true"
"133","12.330446058735228","0","true","133","13.66813729812301","85","true","133","16.194098311052784","55","true","133","17.526953217284323","15","true","133","13.760945782239355","5","true","133","14.558610479443674","25","true","133","17.152949205047562","35","true","133","15.188653899323096","45","true","133","14.197778351184063","65","true","133","13.745599950056473","75","true","133","15.556254887784535","95","true","133","17.933410982726837","105","true","133","18.01693923587687","115","true","133","14.322577382081139","125","true","133","15.64975878592963","135","true"
"134","12.250082539854073","0","true","134","13.568893008122505","85","true","134","16.077522443956287","55","true","134","17.397123934193328","15","true","134","13.661453367777135","5","true","134","14.452563515537594","25","true","134","17.02767953109893","35","true","134","15.077610269113709","45","true","134","14.094734994003527","65","true","134","13.644861219610595","75","true","134","15.441023370097243","95","true","134","17.800570901373305","105","true","134","17.885632763592668","115","true","134","14.216484216287945","125","true","134","15.533834646774595","135","true"
"135","12.345576630034156","0","true","135","13.605074464868252","85","true","135","16.052100419305866","55","true","135","17.392411146666753","15","true","135","13.764363818688723","5","true","135","14.467004369157715","25","true","135","17.13840784655205","35","true","135","15.178296269946406","45","true","135","14.106550321969147","65","true","135","13.627132710936484","75","true","135","15.498139117319512","95","true","135","17.87382738019216","105","true","135","17.928165502168962","115","true","135","14.23214036688613","125","true","135","15.58192001824401","135","true"
"136","12.260371188320603","0","true","136","13.508920957147643","85","true","136","15.939894057584706","55","true","136","17.27051750298004","15","true","136","13.664695639549485","5","true","136","14.36205994247635","25","true","136","17.015098747894953","35","true","136","15.068787017066306","45","true","136","14.011143889510166","65","true","136","13.53096618923364","75","true","136","15.386310879005615","95","true","136","17.745641424729403","105","true","136","17.79730298025532","115","true","136","14.129936826648889","125","true","136","15.471315090889755","135","true"
"137","12.307935072170846","0","true","137","13.513716750655517","85","true","137","15.914100889296748","55","true","137","17.28685835976448","15","true","137","13.726809677893355","5","true","137","14.38833038360707","25","true","137","17.13115286182701","35","true","137","15.141624913308073","45","true","137","14.018091111907301","65","true","137","13.497073587414707","75","true","137","15.419515307323891","95","true","137","17.886174022997054","105","true","137","17.8740100651243","115","true","137","14.120063956382284","125","true","137","15.534972278328588","135","true"
"138","12.226125684388416","0","true","138","13.416495766837851","85","true","138","15.799610954841377","55","true","138","17.165307710282956","15","true","138","13.62805565143369","5","true","138","14.28481721537968","25","true","138","17.01484952616398","35","true","138","15.03350535722683","45","true","138","13.917241535562644","65","true","138","13.403967540371708","75","true","138","15.313381492033622","95","true","138","17.757496512040237","105","true","138","17.74542006465578","115","true","138","14.019432341054241","125","true","138","15.423209887837016","135","true"
"139","12.309876539112496","0","true","139","13.444281769824707","85","true","139","15.754166537983238","55","true","139","17.18961931303888","15","true","139","13.716027383413625","5","true","139","14.331159595076198","25","true","139","17.169036531628223","35","true","139","15.113944381497872","45","true","139","13.962575020938019","65","true","139","13.402246566932119","75","true","139","15.380559735574685","95","true","139","17.85435405034239","105","true","139","17.76612648552293","115","true","139","14.044675325362494","125","true","139","15.462217900420166","135","true"
"140","12.227665868111364","0","true","140","13.350435928667657","85","true","140","15.64323208778455","55","true","140","17.0694653097203","15","true","140","13.621444762628615","5","true","140","14.230763330212044","25","true","140","17.047969223005772","35","true","140","15.007395605761213","45","true","140","13.87090464689757","65","true","140","13.309248926647086","75","true","140","15.27616362666221","95","true","140","17.72846897901444","105","true","140","17.642129401598076","115","true","140","13.948181329210676","125","true","140","15.355368281490406","135","true"
"141","12.3105337072956","0","true","141","13.363266017286712","85","true","141","15.604742157822551","55","true","141","17.044238977300047","15","true","141","13.69610998481856","5","true","141","14.24075934950279","25","true","141","17.09879257034775","35","true","141","15.056807457394864","45","true","141","13.820633966063033","65","true","141","13.296822333378048","75","true","141","15.302379995220651","95","true","141","17.833721428141708","105","true","141","17.7210414842555","115","true","141","13.961891735427406","125","true","141","15.401043084855317","135","true"
"142","12.22957014100171","0","true","142","13.274131551597883","85","true","142","15.4973102702184","55","true","142","16.927523581654363","15","true","142","13.603495531232701","5","true","142","14.141842995166172","25","true","142","16.981010287357012","35","true","142","14.95395542980169","45","true","142","13.726999672986329","65","true","142","13.204867679175134","75","true","142","15.199205906957811","95","true","142","17.70901008948337","105","true","142","17.59814059441468","115","true","142","13.870782909432974","125","true","142","15.297226126051545","135","true"
"143","12.316455876249117","0","true","143","13.295850686514575","85","true","143","15.470191439294451","55","true","143","16.92300636716221","15","true","143","13.680152200987473","5","true","143","14.169861198659772","25","true","143","17.03994175532107","35","true","143","15.001345968067966","45","true","143","13.740225994803287","65","true","143","13.181599199775802","75","true","143","15.256365453312496","95","true","143","17.818395106988454","105","true","143","17.675854592856687","115","true","143","13.88692838290648","125","true","143","15.319712256736107","135","true"
"144","12.240837413965286","0","true","144","13.20580046517316","85","true","144","15.364243794073383","55","true","144","16.809416366993084","15","true","144","13.586822579657555","5","true","144","14.072667414042273","25","true","144","16.92888631668344","35","true","144","14.897888409667496","45","true","144","13.645465815528782","65","true","144","13.094896644982606","75","true","144","15.152403129018928","95","true","144","17.69721729087872","105","true","144","17.556662859042884","115","true","144","13.791880249450957","125","true","144","15.217221498681852","135","true"
"145","12.358111231153575","0","true","145","13.215070235390623","85","true","145","15.327887944923997","55","true","145","16.80056808488754","15","true","145","13.649516824168964","5","true","145","14.083335497054623","25","true","145","16.974844540046046","35","true","145","15.026117415778726","45","true","145","13.672230624039356","65","true","145","13.104685990641432","75","true","145","15.19745445878544","95","true","145","17.783620022614336","105","true","145","17.633474227384237","115","true","145","13.809857064069842","125","true","145","15.266780841456566","135","true"
"146","12.275050750530404","0","true","146","13.13170968602227","85","true","146","15.224360158840092","55","true","146","16.692118811541395","15","true","146","13.557150651069167","5","true","146","13.9875304936733","25","true","146","16.86135209476385","35","true","146","14.925776633249473","45","true","146","13.57922225244725","65","true","146","13.017543690069386","75","true","146","15.097868645413918","95","true","146","17.663385836111498","105","true","146","17.51431355402702","115","true","146","13.71672232886183","125","true","146","15.162925189473867","135","true"
"147","12.394647776728824","0","true","147","13.14566604902526","85","true","147","15.197692716800269","55","true","147","16.711609151727636","15","true","147","13.605929372658728","5","true","147","13.98302189334998","25","true","147","16.929790952688037","35","true","147","15.002368694944353","45","true","147","13.588037543617373","65","true","147","13.004213907064655","75","true","147","15.142925281424683","95","true","147","17.728550324045056","105","true","147","17.57113018311218","115","true","147","13.746486992756129","125","true","147","15.18706448580807","135","true"
"148","12.323370266492535","0","true","148","13.057440102387506","85","true","148","15.097958495006823","55","true","148","16.6022168061424","15","true","148","13.516601684295798","5","true","148","13.892253352788535","25","true","148","16.816168194616306","35","true","148","14.903573597225785","45","true","148","13.505452557119279","65","true","148","12.920822021090112","75","true","148","15.044593955839327","95","true","148","17.610343252643663","105","true","148","17.45458910929123","115","true","148","13.657395866274825","125","true","148","15.090167335641402","135","true"
"149","12.444304489037844","0","true","149","13.064638293310303","85","true","149","15.053817423569638","55","true","149","16.62095211879827","15","true","149","13.583412177951356","5","true","149","13.892145351848134","25","true","149","16.873225159138368","35","true","149","14.929440722214231","45","true","149","13.52568023415171","65","true","149","12.916318590990322","75","true","149","15.084596513194423","95","true","149","17.68412433311342","105","true","149","17.519252852014738","115","true","149","13.675823224175724","125","true","149","15.113948157415738","135","true"
"150","12.365446090859782","0","true","150","12.986256135958092","85","true","150","14.956388512943594","55","true","150","16.511751454424424","15","true","150","13.49443650177411","5","true","150","13.800756509165389","25","true","150","16.76148194616394","35","true","150","14.83137475485949","45","true","150","13.438960034297027","65","true","150","12.83181463333168","75","true","150","14.989992298597231","95","true","150","17.56701092693386","105","true","150","17.404255423420125","115","true","150","13.587813588474573","125","true","150","15.014867650970729","135","true"
"151","12.398629602617877","0","true","151","12.995226801783716","85","true","151","14.934065598651264","55","true","151","16.524925450406215","15","true","151","13.584079891363439","5","true","151","13.799088405973867","25","true","151","16.855153348273276","35","true","151","14.921001020196975","45","true","151","13.459350811833417","65","true","151","12.818643883819087","75","true","151","15.023805845602567","95","true","151","17.604539128682934","105","true","151","17.458550223707846","115","true","151","13.631425323871914","125","true","151","15.039445758478415","135","true"
"152","12.321931546298522","0","true","152","12.915050508601432","85","true","152","14.8372235607457","55","true","152","16.41783125320253","15","true","152","13.495295055472175","5","true","152","13.709701956392115","25","true","152","16.74564242018942","35","true","152","14.824914195107157","45","true","152","13.37753246407976","65","true","152","12.741627299695189","75","true","152","14.930325809362982","95","true","152","17.48947678143664","105","true","152","17.344442052311063","115","true","152","13.54640264115025","125","true","152","14.947331063565144","135","true"
"153","12.379832280987568","0","true","153","12.9468196038798","85","true","153","14.81556730197842","55","true","153","16.393566767049254","15","true","153","13.53545824341571","5","true","153","13.709953372832095","25","true","153","16.78861902831396","35","true","153","14.871485182056645","45","true","153","13.390012806301987","65","true","153","12.740631306447515","75","true","153","14.933600709668797","95","true","153","17.553457561704697","105","true","153","17.33113832123489","115","true","153","13.5590507032358","125","true","153","14.995949934074593","135","true"
"154","12.30429896418195","0","true","154","12.863291735467673","85","true","154","14.722189779335038","55","true","154","16.290987037844438","15","true","154","13.450588459892469","5","true","154","13.62259204215986","25","true","154","16.68269008036618","35","true","154","14.775540116365958","45","true","154","13.303625626906491","65","true","154","12.660930767781311","75","true","154","14.839531444242096","95","true","154","17.441373816858523","105","true","154","17.22021643883196","115","true","154","13.472386879347512","125","true","154","14.901523279788417","135","true"
"155","12.346979029081218","0","true","155","12.862755279596154","85","true","155","14.67558194415309","55","true","155","16.278435489920874","15","true","155","13.528212185287098","5","true","155","13.631315111747263","25","true","155","16.79146622788927","35","true","155","14.835542800065811","45","true","155","13.298441599241313","65","true","155","12.658105108857773","75","true","155","14.874530826078196","95","true","155","17.535515057640016","105","true","155","17.254442619048817","115","true","155","13.507485495793933","125","true","155","14.901301316348002","135","true"
"156","12.27729866422322","0","true","156","12.780826902019108","85","true","156","14.582106899922815","55","true","156","16.17614977993566","15","true","156","13.443972959969646","5","true","156","13.54573850952059","25","true","156","16.68451421369889","35","true","156","14.74410722241303","45","true","156","13.219227704419323","65","true","156","12.579125141883072","75","true","156","14.7828074917688","95","true","156","17.425146015601847","105","true","156","17.146027111160766","115","true","156","13.422263859675118","125","true","156","14.8118468696613","135","true"
"157","12.341529927183563","0","true","157","12.771329568048161","85","true","157","14.542884754855166","55","true","157","16.15050138529234","15","true","157","13.47640166813473","5","true","157","13.57226199906604","25","true","157","16.730846467241893","35","true","157","14.843120495818214","45","true","157","13.251385145720139","65","true","157","12.611099663903056","75","true","157","14.810141347854687","95","true","157","17.527026381261184","105","true","157","17.169204328781547","115","true","157","13.45572246845862","125","true","157","14.814919166343717","135","true"
"158","12.269151655360876","0","true","158","12.69189685994487","85","true","158","14.452826942932063","55","true","158","16.04982650648889","15","true","158","13.395415592333194","5","true","158","13.486901860707134","25","true","158","16.626934401607738","35","true","158","14.749767536725019","45","true","158","13.178340256336721","65","true","158","12.534390851794551","75","true","158","14.71699580478642","95","true","158","17.418140769370005","105","true","158","17.0612219116194","115","true","158","13.37234144633179","125","true","158","14.725296212267509","135","true"
"159","12.290991878784634","0","true","159","12.697829200588178","85","true","159","14.435684631099537","55","true","159","16.032280826271588","15","true","159","13.418692065991884","5","true","159","13.498582260624318","25","true","159","16.716996213167196","35","true","159","14.79110806472257","45","true","159","13.177116008411392","65","true","159","12.512965674993637","75","true","159","14.734981382156061","95","true","159","17.491316224074595","105","true","159","17.099828229897938","115","true","159","13.37648572915148","125","true","159","14.721467141971564","135","true"
"160","12.22536828227141","0","true","160","12.621015994420636","85","true","160","14.34809113555581","55","true","160","15.934332190461689","15","true","160","13.335836754007447","5","true","160","13.415377758600169","25","true","160","16.614984029468516","35","true","160","14.701498256461617","45","true","160","13.098089366080579","65","true","160","12.438786283852103","75","true","160","14.645738262190243","95","true","160","17.383877715520935","105","true","160","16.99614541387365","115","true","160","13.294185556924148","125","true","160","14.634758069774929","135","true"
"161","12.313065584996366","0","true","161","12.627410385593045","85","true","161","14.319293788045524","55","true","161","15.922207135643784","15","true","161","13.394711073657433","5","true","161","13.441484369547965","25","true","161","16.63243125131878","35","true","161","14.738035910284113","45","true","161","13.183983994141203","65","true","161","12.426203314114437","75","true","161","14.660877025483416","95","true","161","17.467000803875","105","true","161","17.01770228604443","115","true","161","13.291913316515974","125","true","161","14.635899448862657","135","true"
"162","12.241209550523967","0","true","162","12.552225497858085","85","true","162","14.234359780756135","55","true","162","15.8278755121036","15","true","162","13.313952060366411","5","true","162","13.360207429394318","25","true","162","16.53170107550338","35","true","162","14.648431334203202","45","true","162","13.108533159340912","65","true","162","12.352645309226263","75","true","162","14.57093299465223","95","true","162","17.361932881671812","105","true","162","16.914331111320067","115","true","162","13.21036783604655","125","true","162","14.546108654697855","135","true"
"163","12.289221743142978","0","true","163","12.576874825985291","85","true","163","14.20118873293655","55","true","163","15.818735924352758","15","true","163","13.339586221467375","5","true","163","13.358910399670409","25","true","163","16.597414425740773","35","true","163","14.719766491545347","45","true","163","13.14464023233295","65","true","163","12.346379784508573","75","true","163","14.556908837698334","95","true","163","17.48250852558558","105","true","163","16.938176291167608","115","true","163","13.223271522441893","125","true","163","14.546714431243016","135","true"
